sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature;humidity
113;BME280;45999;48.808;9.182;2024-06-05T00:02:08;97677.97;;;15.48;100.00
113;BME280;45999;48.808;9.182;2024-06-05T00:04:36;97686.28;;;15.51;100.00
113;BME280;45999;48.808;9.182;2024-06-05T00:07:01;97678.50;;;15.50;100.00
113;BME280;45999;48.808;9.182;2024-06-05T00:09:29;97684.19;;;15.53;100.00
113;BME280;45999;48.808;9.182;2024-06-05T00:11:55;97682.25;;;15.49;100.00
113;BME280;45999;48.808;9.182;2024-06-05T00:14:23;97679.88;;;15.52;100.00
113;BME280;45999;48.808;9.182;2024-06-05T00:16:48;97684.44;;;15.52;100.00
113;BME280;45999;48.808;9.182;2024-06-05T00:19:16;97686.53;;;15.50;100.00
113;BME280;45999;48.808;9.182;2024-06-05T00:21:42;97679.91;;;15.57;100.00
113;BME280;45999;48.808;9.182;2024-06-05T00:24:09;97688.00;;;15.62;100.00
113;BME280;45999;48.808;9.182;2024-06-05T00:26:35;97682.28;;;15.54;100.00
113;BME280;45999;48.808;9.182;2024-06-05T00:29:03;97683.88;;;15.50;100.00
113;BME280;45999;48.808;9.182;2024-06-05T00:31:28;97686.53;;;15.45;100.00
113;BME280;45999;48.808;9.182;2024-06-05T00:33:56;97687.31;;;15.40;100.00
113;BME280;45999;48.808;9.182;2024-06-05T00:36:21;97684.59;;;15.35;100.00
113;BME280;45999;48.808;9.182;2024-06-05T00:39:02;97675.69;;;15.30;100.00
113;BME280;45999;48.808;9.182;2024-06-05T00:41:50;97677.53;;;15.29;100.00
113;BME280;45999;48.808;9.182;2024-06-05T00:44:19;97691.97;;;15.23;100.00
113;BME280;45999;48.808;9.182;2024-06-05T00:46:49;97691.13;;;15.18;100.00
113;BME280;45999;48.808;9.182;2024-06-05T00:49:17;97689.75;;;15.15;100.00
113;BME280;45999;48.808;9.182;2024-06-05T00:51:50;97689.44;;;15.07;100.00
113;BME280;45999;48.808;9.182;2024-06-05T00:54:17;97696.13;;;15.04;100.00
113;BME280;45999;48.808;9.182;2024-06-05T00:56:46;97683.22;;;15.01;100.00
