sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature;humidity
141;BME280;65;48.778;9.160;2024-06-05T06:55:36;98204.38;;;27.67;48.53
141;BME280;65;48.778;9.160;2024-06-05T06:58:22;98200.63;;;27.68;49.32
141;BME280;65;48.778;9.160;2024-06-05T07:01:08;98201.59;;;27.48;47.30
141;BME280;65;48.778;9.160;2024-06-05T07:03:54;98198.97;;;27.74;46.50
141;BME280;65;48.778;9.160;2024-06-05T07:06:39;98196.41;;;27.59;46.55
141;BME280;65;48.778;9.160;2024-06-05T07:09:25;98200.44;;;27.70;46.14
141;BME280;65;48.778;9.160;2024-06-05T07:12:11;98195.97;;;27.49;46.68
141;BME280;65;48.778;9.160;2024-06-05T07:14:57;98197.72;;;27.70;50.78
141;BME280;65;48.778;9.160;2024-06-05T07:17:42;98200.97;;;28.33;45.19
141;BME280;65;48.778;9.160;2024-06-05T07:20:28;98193.59;;;28.14;44.53
141;BME280;65;48.778;9.160;2024-06-05T07:23:14;98199.00;;;27.20;45.84
141;BME280;65;48.778;9.160;2024-06-05T07:26:00;98194.31;;;26.72;51.56
141;BME280;65;48.778;9.160;2024-06-05T07:28:45;98197.34;;;26.91;50.70
141;BME280;65;48.778;9.160;2024-06-05T07:31:31;98203.06;;;27.50;45.53
141;BME280;65;48.778;9.160;2024-06-05T07:34:17;98205.75;;;28.24;45.83
141;BME280;65;48.778;9.160;2024-06-05T07:37:03;98206.13;;;27.88;46.43
141;BME280;65;48.778;9.160;2024-06-05T07:39:48;98210.44;;;26.03;48.35
141;BME280;65;48.778;9.160;2024-06-05T07:42:34;98215.09;;;24.78;51.46
141;BME280;65;48.778;9.160;2024-06-05T07:45:20;98217.13;;;23.55;57.45
141;BME280;65;48.778;9.160;2024-06-05T07:48:06;98211.72;;;22.85;57.87
141;BME280;65;48.778;9.160;2024-06-05T07:50:52;98205.03;;;22.49;59.15
141;BME280;65;48.778;9.160;2024-06-05T07:53:38;98202.81;;;22.52;62.22
141;BME280;65;48.778;9.160;2024-06-05T07:56:24;98225.50;;;22.90;60.76
141;BME280;65;48.778;9.160;2024-06-05T07:59:09;98214.78;;;23.21;61.60
141;BME280;65;48.778;9.160;2024-06-05T08:02:08;98211.53;;;24.34;58.66
141;BME280;65;48.778;9.160;2024-06-05T08:08:01;98209.53;;;25.09;52.37
141;BME280;65;48.778;9.160;2024-06-05T08:10:49;98212.31;;;25.16;51.28
141;BME280;65;48.778;9.160;2024-06-05T08:13:35;98214.91;;;24.65;54.47
141;BME280;65;48.778;9.160;2024-06-05T08:16:20;98221.09;;;24.13;57.32
141;BME280;65;48.778;9.160;2024-06-05T08:19:06;98223.31;;;23.33;56.55
141;BME280;65;48.778;9.160;2024-06-05T08:21:52;98221.69;;;22.60;61.00
141;BME280;65;48.778;9.160;2024-06-05T08:24:38;98220.75;;;22.04;63.65
141;BME280;65;48.778;9.160;2024-06-05T08:27:23;98223.50;;;21.54;70.34
141;BME280;65;48.778;9.160;2024-06-05T08:30:12;98224.94;;;21.32;71.60
141;BME280;65;48.778;9.160;2024-06-05T08:32:59;98234.09;;;21.48;73.00
141;BME280;65;48.778;9.160;2024-06-05T08:35:45;98227.50;;;21.42;72.84
141;BME280;65;48.778;9.160;2024-06-05T08:38:30;98235.25;;;21.45;73.03
141;BME280;65;48.778;9.160;2024-06-05T08:41:16;98245.28;;;21.35;78.97
141;BME280;65;48.778;9.160;2024-06-05T08:44:03;98247.56;;;21.22;97.28
141;BME280;65;48.778;9.160;2024-06-05T08:46:49;98250.19;;;21.39;86.79
141;BME280;65;48.778;9.160;2024-06-05T08:49:36;98249.19;;;21.40;82.38
141;BME280;65;48.778;9.160;2024-06-05T08:52:23;98260.41;;;21.36;85.01
141;BME280;65;48.778;9.160;2024-06-05T08:55:08;98254.88;;;21.03;92.30
141;BME280;65;48.778;9.160;2024-06-05T08:57:56;98259.56;;;21.01;93.68
141;BME280;65;48.778;9.160;2024-06-05T09:00:43;98267.28;;;20.96;90.45
141;BME280;65;48.778;9.160;2024-06-05T09:03:31;98272.63;;;20.88;92.54
141;BME280;65;48.778;9.160;2024-06-05T09:06:17;98268.31;;;21.03;89.91
141;BME280;65;48.778;9.160;2024-06-05T09:09:02;98274.00;;;21.34;82.15
141;BME280;65;48.778;9.160;2024-06-05T09:11:51;98274.59;;;21.54;80.09
141;BME280;65;48.778;9.160;2024-06-05T09:14:37;98277.69;;;21.92;75.12
141;BME280;65;48.778;9.160;2024-06-05T09:17:22;98275.59;;;21.45;76.60
141;BME280;65;48.778;9.160;2024-06-05T09:20:08;98277.03;;;21.31;81.00
141;BME280;65;48.778;9.160;2024-06-05T09:22:55;98279.09;;;21.11;82.38
141;BME280;65;48.778;9.160;2024-06-05T09:25:40;98275.88;;;20.74;82.23
141;BME280;65;48.778;9.160;2024-06-05T09:28:27;98281.19;;;20.40;85.56
141;BME280;65;48.778;9.160;2024-06-05T09:31:16;98284.84;;;20.21;92.56
141;BME280;65;48.778;9.160;2024-06-05T09:34:02;98282.56;;;20.08;89.21
141;BME280;65;48.778;9.160;2024-06-05T09:36:51;98280.72;;;20.09;91.46
141;BME280;65;48.778;9.160;2024-06-05T09:39:39;98280.41;;;19.94;91.38
141;BME280;65;48.778;9.160;2024-06-05T09:42:25;98281.34;;;19.85;94.25
141;BME280;65;48.778;9.160;2024-06-05T09:45:11;98284.03;;;19.85;94.18
141;BME280;65;48.778;9.160;2024-06-05T09:47:59;98293.53;;;19.79;92.31
141;BME280;65;48.778;9.160;2024-06-05T09:50:48;98301.19;;;19.74;97.02
141;BME280;65;48.778;9.160;2024-06-05T09:53:38;98295.59;;;19.85;94.85
141;BME280;65;48.778;9.160;2024-06-05T09:56:25;98295.31;;;19.61;100.00
141;BME280;65;48.778;9.160;2024-06-05T09:59:11;98294.22;;;19.54;98.28
141;BME280;65;48.778;9.160;2024-06-05T10:01:59;98289.91;;;19.43;100.00
141;BME280;65;48.778;9.160;2024-06-05T10:04:46;98304.53;;;19.49;100.00
141;BME280;65;48.778;9.160;2024-06-05T10:07:32;98298.94;;;19.42;100.00
141;BME280;65;48.778;9.160;2024-06-05T10:10:18;98299.88;;;19.51;100.00
141;BME280;65;48.778;9.160;2024-06-05T10:13:05;98308.84;;;19.69;100.00
141;BME280;65;48.778;9.160;2024-06-05T10:15:55;98297.69;;;19.64;100.00
141;BME280;65;48.778;9.160;2024-06-05T10:18:40;98293.44;;;19.71;97.92
141;BME280;65;48.778;9.160;2024-06-05T10:21:26;98292.28;;;19.74;99.72
141;BME280;65;48.778;9.160;2024-06-05T10:24:12;98298.34;;;19.76;100.00
141;BME280;65;48.778;9.160;2024-06-05T10:27:05;98298.88;;;19.79;100.00
141;BME280;65;48.778;9.160;2024-06-05T10:29:50;98296.81;;;19.91;100.00
141;BME280;65;48.778;9.160;2024-06-05T10:32:36;98291.22;;;20.02;100.00
141;BME280;65;48.778;9.160;2024-06-05T10:35:22;98294.66;;;20.12;100.00
141;BME280;65;48.778;9.160;2024-06-05T10:38:08;98285.53;;;20.23;100.00
141;BME280;65;48.778;9.160;2024-06-05T10:40:54;98284.25;;;20.27;100.00
141;BME280;65;48.778;9.160;2024-06-05T10:43:41;98286.19;;;20.61;100.00
141;BME280;65;48.778;9.160;2024-06-05T10:46:27;98290.75;;;20.86;94.05
141;BME280;65;48.778;9.160;2024-06-05T10:49:13;98287.59;;;21.25;92.64
141;BME280;65;48.778;9.160;2024-06-05T10:51:59;98286.88;;;21.49;88.67
141;BME280;65;48.778;9.160;2024-06-05T10:54:45;98282.13;;;21.08;98.04
141;BME280;65;48.778;9.160;2024-06-05T10:57:30;98292.81;;;21.00;97.10
141;BME280;65;48.778;9.160;2024-06-05T11:00:20;98297.88;;;21.03;100.00
141;BME280;65;48.778;9.160;2024-06-05T11:03:13;98294.28;;;21.55;100.00
141;BME280;65;48.778;9.160;2024-06-05T11:06:00;98285.50;;;22.68;84.99
141;BME280;65;48.778;9.160;2024-06-05T11:08:46;98294.88;;;24.74;70.79
141;BME280;65;48.778;9.160;2024-06-05T11:11:33;98288.94;;;27.17;63.35
141;BME280;65;48.778;9.160;2024-06-05T11:14:20;98289.34;;;28.16;54.50
141;BME280;65;48.778;9.160;2024-06-05T11:17:06;98280.22;;;28.70;52.02
141;BME280;65;48.778;9.160;2024-06-05T11:19:51;98275.63;;;28.63;50.30
141;BME280;65;48.778;9.160;2024-06-05T11:22:37;98275.44;;;28.52;50.40
141;BME280;65;48.778;9.160;2024-06-05T11:25:23;98279.53;;;28.21;51.11
141;BME280;65;48.778;9.160;2024-06-05T11:28:09;98265.75;;;27.14;52.63
141;BME280;65;48.778;9.160;2024-06-05T11:30:55;98278.38;;;26.72;54.39
141;BME280;65;48.778;9.160;2024-06-05T11:33:41;98277.06;;;25.47;60.60
141;BME280;65;48.778;9.160;2024-06-05T11:36:27;98278.25;;;24.48;68.14
141;BME280;65;48.778;9.160;2024-06-05T11:39:12;98275.72;;;23.78;66.26
141;BME280;65;48.778;9.160;2024-06-05T11:42:00;98274.63;;;23.09;71.20
141;BME280;65;48.778;9.160;2024-06-05T11:44:46;98278.06;;;22.78;75.99
141;BME280;65;48.778;9.160;2024-06-05T11:47:32;98280.34;;;23.61;74.32
141;BME280;65;48.778;9.160;2024-06-05T11:50:17;98280.00;;;24.41;66.17
141;BME280;65;48.778;9.160;2024-06-05T11:53:03;98277.59;;;24.46;65.02
141;BME280;65;48.778;9.160;2024-06-05T11:55:49;98280.81;;;23.73;71.79
141;BME280;65;48.778;9.160;2024-06-05T11:58:34;98280.66;;;23.66;76.70
141;BME280;65;48.778;9.160;2024-06-05T12:01:21;98283.56;;;23.17;82.51
